site,latitude,longitude,variety,Date,ChillState,AntiChillState,ForcingState,DormancyCompletion,CycleCompletion,BBCHCode,BBCHPhase,BBCHRef
ColliOrientali,44,11,Merlot,1/8/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/9/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/10/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/11/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/12/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/13/2017 12:00:00 AM,-121.19342,0,0,49.54923,0,0,0,
ColliOrientali,44,11,Merlot,1/14/2017 12:00:00 AM,-120.95864,0.23477705,0,49.64696,0,0,0,
ColliOrientali,44,11,Merlot,1/15/2017 12:00:00 AM,-120.95864,0,0,49.64696,0,0,0,
ColliOrientali,44,11,Merlot,1/16/2017 12:00:00 AM,-120.95864,0,0,49.64696,0,0,0,
ColliOrientali,44,11,Merlot,1/17/2017 12:00:00 AM,-120.94765,0.010993485,0,49.65154,0,0,0,
ColliOrientali,44,11,Merlot,1/18/2017 12:00:00 AM,-120.93124,0.016413014,0,49.65837,0,0,0,
ColliOrientali,44,11,Merlot,1/19/2017 12:00:00 AM,-120.90504,0.026200408,0,49.669277,0,0,0,
ColliOrientali,44,11,Merlot,1/20/2017 12:00:00 AM,-120.90504,0,0,49.669277,0,0,0,
ColliOrientali,44,11,Merlot,1/21/2017 12:00:00 AM,-120.90504,0,0,49.669277,0,0,0,
ColliOrientali,44,11,Merlot,1/22/2017 12:00:00 AM,-120.88762,0.017414464,0,49.676525,0,0,0,
ColliOrientali,44,11,Merlot,1/23/2017 12:00:00 AM,-120.87682,0.010795314,0,49.68102,0,0,0,
ColliOrientali,44,11,Merlot,1/24/2017 12:00:00 AM,-120.03525,0.8415768,0,50.031353,0,0,0,
ColliOrientali,44,11,Merlot,1/25/2017 12:00:00 AM,-119.852455,0.1827902,0,50.107445,0,0,0,
ColliOrientali,44,11,Merlot,1/26/2017 12:00:00 AM,-119.852455,0,0,50.107445,0,0,0,
ColliOrientali,44,11,Merlot,1/27/2017 12:00:00 AM,-119.852455,0,0,50.107445,0,0,0,
ColliOrientali,44,11,Merlot,1/28/2017 12:00:00 AM,-119.852455,0,0,50.107445,0,0,0,
ColliOrientali,44,11,Merlot,1/29/2017 12:00:00 AM,-119.83741,0.015046899,0,50.113712,0,0,0,
ColliOrientali,44,11,Merlot,1/30/2017 12:00:00 AM,-119.83741,0,0,50.113712,0,0,0,
ColliOrientali,44,11,Merlot,1/31/2017 12:00:00 AM,-119.83741,0,0,50.113712,0,0,0,
ColliOrientali,44,11,Merlot,2/1/2017 12:00:00 AM,-119.75948,0.07792448,0,50.14615,0,0,0,
ColliOrientali,44,11,Merlot,2/2/2017 12:00:00 AM,-119.63317,0.12631236,0,50.19873,0,0,0,
ColliOrientali,44,11,Merlot,2/3/2017 12:00:00 AM,-117.33122,2.3019495,0,51.156994,0,0,0,
ColliOrientali,44,11,Merlot,2/4/2017 12:00:00 AM,-116.47991,0.85131437,0,51.51138,0,0,0,
ColliOrientali,44,11,Merlot,2/5/2017 12:00:00 AM,-115.85446,0.62545174,0,51.771744,0,0,0,
ColliOrientali,44,11,Merlot,2/6/2017 12:00:00 AM,-113.52715,2.32731,0,52.740562,0,0,0,
ColliOrientali,44,11,Merlot,2/7/2017 12:00:00 AM,-111.45077,2.0763872,0,53.604927,0,0,0,
ColliOrientali,44,11,Merlot,2/8/2017 12:00:00 AM,-110.70752,0.74324876,0,53.91433,0,0,0,
ColliOrientali,44,11,Merlot,2/9/2017 12:00:00 AM,-110.15237,0.5551528,0,54.145428,0,0,0,
ColliOrientali,44,11,Merlot,2/10/2017 12:00:00 AM,-109.945076,0.20728786,0,54.23172,0,0,0,
ColliOrientali,44,11,Merlot,2/11/2017 12:00:00 AM,-109.534195,0.4108815,0,54.402767,0,0,0,
ColliOrientali,44,11,Merlot,2/12/2017 12:00:00 AM,-108.10974,1.4244562,0,54.99574,0,0,0,
ColliOrientali,44,11,Merlot,2/13/2017 12:00:00 AM,-107.29895,0.8107898,0,55.33326,0,0,0,
ColliOrientali,44,11,Merlot,2/14/2017 12:00:00 AM,-105.83463,1.4643189,0,55.94283,0,0,0,
ColliOrientali,44,11,Merlot,2/15/2017 12:00:00 AM,-103.722694,2.1119378,0,56.821995,0,0,0,
ColliOrientali,44,11,Merlot,2/16/2017 12:00:00 AM,-100.945656,2.7770395,0,57.978027,0,0,0,
ColliOrientali,44,11,Merlot,2/17/2017 12:00:00 AM,-99.6745,1.2711561,0,58.50719,0,0,0,
ColliOrientali,44,11,Merlot,2/18/2017 12:00:00 AM,-97.84061,1.8338897,0,59.270607,0,0,0,
ColliOrientali,44,11,Merlot,2/19/2017 12:00:00 AM,-96.867,0.97360873,0,59.675903,0,0,0,
ColliOrientali,44,11,Merlot,2/20/2017 12:00:00 AM,-95.74361,1.1233888,0,60.143555,0,0,0,
ColliOrientali,44,11,Merlot,2/21/2017 12:00:00 AM,-95.04779,0.6958173,0,60.43321,0,0,0,
ColliOrientali,44,11,Merlot,2/22/2017 12:00:00 AM,-93.479126,1.568661,0,61.08622,0,0,0,
ColliOrientali,44,11,Merlot,2/23/2017 12:00:00 AM,-92.96168,0.5174462,0,61.301624,0,0,0,
ColliOrientali,44,11,Merlot,2/24/2017 12:00:00 AM,-90.96635,1.995332,0,62.132244,0,0,0,
ColliOrientali,44,11,Merlot,2/25/2017 12:00:00 AM,-88.797,2.1693501,0,63.03531,0,0,0,
ColliOrientali,44,11,Merlot,2/26/2017 12:00:00 AM,-87.15889,1.638111,0,63.717224,0,0,0,
ColliOrientali,44,11,Merlot,2/27/2017 12:00:00 AM,-85.059265,2.0996244,0,64.59126,0,0,0,
ColliOrientali,44,11,Merlot,2/28/2017 12:00:00 AM,-81.30108,3.7581842,0,66.15573,0,0,0,
ColliOrientali,44,11,Merlot,3/1/2017 12:00:00 AM,-77.750336,3.5507398,0,67.63385,0,0,0,
ColliOrientali,44,11,Merlot,3/2/2017 12:00:00 AM,-74.37143,3.3789043,0,69.04043,0,0,0,
ColliOrientali,44,11,Merlot,3/3/2017 12:00:00 AM,-71.59202,2.7794087,0,70.19745,0,0,0,
ColliOrientali,44,11,Merlot,3/4/2017 12:00:00 AM,-68.26224,3.329783,0,71.58359,0,0,0,
ColliOrientali,44,11,Merlot,3/5/2017 12:00:00 AM,-63.847454,4.414782,0,73.42139,0,0,0,
ColliOrientali,44,11,Merlot,3/6/2017 12:00:00 AM,-59.875107,3.9723475,0,75.075005,0,0,0,
ColliOrientali,44,11,Merlot,3/7/2017 12:00:00 AM,-54.59706,5.2780457,0,77.27216,0,0,0,
ColliOrientali,44,11,Merlot,3/8/2017 12:00:00 AM,-49.52001,5.0770493,0,79.38565,0,0,0,
ColliOrientali,44,11,Merlot,3/9/2017 12:00:00 AM,-44.529488,4.990526,0,81.46313,0,0,0,
ColliOrientali,44,11,Merlot,3/10/2017 12:00:00 AM,-39.005257,5.52423,0,83.76277,0,0,0,
ColliOrientali,44,11,Merlot,3/11/2017 12:00:00 AM,-35.7254,3.2798579,0,85.12812,0,0,0,
ColliOrientali,44,11,Merlot,3/12/2017 12:00:00 AM,-32.739185,2.9862137,0,86.37123,0,0,0,
ColliOrientali,44,11,Merlot,3/13/2017 12:00:00 AM,-29.428146,3.3110387,0,87.74956,0,0,0,
ColliOrientali,44,11,Merlot,3/14/2017 12:00:00 AM,-24.478916,4.9492297,0,89.809845,0,0,0,
ColliOrientali,44,11,Merlot,3/15/2017 12:00:00 AM,-19.567541,4.9113755,0,91.85436,0,0,0,
ColliOrientali,44,11,Merlot,3/16/2017 12:00:00 AM,-14.132505,5.435035,0,94.116875,0,0,0,
ColliOrientali,44,11,Merlot,3/17/2017 12:00:00 AM,-8.635384,5.4971213,0,96.405235,0,0,0,
ColliOrientali,44,11,Merlot,3/18/2017 12:00:00 AM,-1.655601,6.9797826,0,99.31081,0,0,0,
ColliOrientali,44,11,Merlot,3/19/2017 12:00:00 AM,0,6.1797824,0.3228183,100,0.01592995,0,0,
ColliOrientali,44,11,Merlot,3/20/2017 12:00:00 AM,0,6.614783,10.771368,100,0.53152925,0,0,
ColliOrientali,44,11,Merlot,3/21/2017 12:00:00 AM,0,6.8597817,22.070984,100,1.0891256,5.087215,5,
ColliOrientali,44,11,Merlot,3/22/2017 12:00:00 AM,0,6.9697824,33.700623,100,1.6630076,5.4474435,5,
ColliOrientali,44,11,Merlot,3/23/2017 12:00:00 AM,0,8.184782,45.758595,100,2.2580261,5.82094,6,
ColliOrientali,44,11,Merlot,3/24/2017 12:00:00 AM,0,8.024782,57.106754,100,2.818018,6.1724496,6,
ColliOrientali,44,11,Merlot,3/25/2017 12:00:00 AM,0,8.1647835,68.33831,100,3.372256,6.5203476,7,
ColliOrientali,44,11,Merlot,3/26/2017 12:00:00 AM,0,6.2597833,78.560356,100,3.876678,6.836976,7,
ColliOrientali,44,11,Merlot,3/27/2017 12:00:00 AM,0,5.49645,87.30072,100,4.3079844,7.107709,7,
ColliOrientali,44,11,Merlot,3/28/2017 12:00:00 AM,0,5.9820223,95.69674,100,4.7222986,7.3677764,7,
ColliOrientali,44,11,Merlot,3/29/2017 12:00:00 AM,0,8.403047,105.63283,100,5.2126093,7.675547,8,
ColliOrientali,44,11,Merlot,3/30/2017 12:00:00 AM,0,9.839783,117.09457,100,5.7782063,8.055462,8,
ColliOrientali,44,11,Merlot,3/31/2017 12:00:00 AM,0,8.849783,128.57794,100,6.3448706,8.700677,9,
ColliOrientali,44,11,Merlot,4/1/2017 12:00:00 AM,0,9.344782,140.88275,100,6.9520698,9.392047,9,
ColliOrientali,44,11,Merlot,4/2/2017 12:00:00 AM,0,9.354782,153.362,100,7.567877,10.093217,10,
ColliOrientali,44,11,Merlot,4/3/2017 12:00:00 AM,0,10.469782,165.29462,100,8.15671,10.763674,11,
ColliOrientali,44,11,Merlot,4/4/2017 12:00:00 AM,0,9.794783,177.82216,100,8.7748995,11.467558,11,8
ColliOrientali,44,11,Merlot,4/5/2017 12:00:00 AM,0,9.064781,190.41455,100,9.39629,12.175086,12,
ColliOrientali,44,11,Merlot,4/6/2017 12:00:00 AM,0,8.189781,202.24284,100,9.979975,12.839681,13,
ColliOrientali,44,11,Merlot,4/7/2017 12:00:00 AM,0,7.6797824,213.56224,100,10.5385475,13.475683,13,
ColliOrientali,44,11,Merlot,4/8/2017 12:00:00 AM,0,8.519783,224.97836,100,11.101893,14.11712,14,
ColliOrientali,44,11,Merlot,4/9/2017 12:00:00 AM,0,9.654781,237.14633,100,11.70234,14.800801,15,
ColliOrientali,44,11,Merlot,4/10/2017 12:00:00 AM,0,10.089783,249.7175,100,12.322683,16.071423,16,
ColliOrientali,44,11,Merlot,4/11/2017 12:00:00 AM,0,10.919783,262.95453,100,12.9758835,17.642733,18,
ColliOrientali,44,11,Merlot,4/12/2017 12:00:00 AM,0,9.914782,276.20044,100,13.629523,19.215096,19,
ColliOrientali,44,11,Merlot,4/13/2017 12:00:00 AM,0,11.724781,289.39157,100,14.280459,20.780954,21,
ColliOrientali,44,11,Merlot,4/14/2017 12:00:00 AM,0,11.7447815,303.01215,100,14.952586,22.39779,22,
ColliOrientali,44,11,Merlot,4/15/2017 12:00:00 AM,0,9.309782,316.07315,100,15.597102,23.948204,24,
ColliOrientali,44,11,Merlot,4/16/2017 12:00:00 AM,0,9.699783,328.56564,100,16.213562,25.431133,25,
ColliOrientali,44,11,Merlot,4/17/2017 12:00:00 AM,0,6.5097833,339.29633,100,16.743084,26.704926,27,
ColliOrientali,44,11,Merlot,4/18/2017 12:00:00 AM,0,3.8240693,346.88904,100,17.117758,27.606224,28,
ColliOrientali,44,11,Merlot,4/19/2017 12:00:00 AM,0,3.6977408,354.0243,100,17.469858,28.453218,28,
ColliOrientali,44,11,Merlot,4/20/2017 12:00:00 AM,0,4.136172,361.37622,100,17.83265,29.32593,29,
ColliOrientali,44,11,Merlot,4/21/2017 12:00:00 AM,0,4.0012836,368.6067,100,18.189447,30.184227,30,
ColliOrientali,44,11,Merlot,4/22/2017 12:00:00 AM,0,5.5233455,377.07593,100,18.607374,31.189571,31,
ColliOrientali,44,11,Merlot,4/23/2017 12:00:00 AM,0,7.7697816,388.38022,100,19.165201,32.531456,33,
ColliOrientali,44,11,Merlot,4/24/2017 12:00:00 AM,0,7.9447827,400.913,100,19.78365,34.01917,34,
ColliOrientali,44,11,Merlot,4/25/2017 12:00:00 AM,0,8.0797825,413.22928,100,20.391417,35.481174,35,
ColliOrientali,44,11,Merlot,4/26/2017 12:00:00 AM,0,9.099783,426.61426,100,21.051918,37.070045,37,
ColliOrientali,44,11,Merlot,4/27/2017 12:00:00 AM,0,9.339783,439.65427,100,21.695396,38.61797,39,
ColliOrientali,44,11,Merlot,4/28/2017 12:00:00 AM,0,6.4447827,450.24695,100,22.21811,39.87538,40,
ColliOrientali,44,11,Merlot,4/29/2017 12:00:00 AM,0,5.9585514,459.69452,100,22.68431,40.99686,41,
ColliOrientali,44,11,Merlot,4/30/2017 12:00:00 AM,0,6.539137,469.47675,100,23.16703,42.158062,42,
ColliOrientali,44,11,Merlot,5/1/2017 12:00:00 AM,0,7.214782,480.3515,100,23.703661,43.448956,43,
ColliOrientali,44,11,Merlot,5/2/2017 12:00:00 AM,0,6.944782,491.02866,100,24.230543,44.716396,45,
ColliOrientali,44,11,Merlot,5/3/2017 12:00:00 AM,0,6.909783,502.4299,100,24.793154,46.069786,46,
ColliOrientali,44,11,Merlot,5/4/2017 12:00:00 AM,0,7.959782,514.38477,100,25.383085,47.48889,47,
ColliOrientali,44,11,Merlot,5/5/2017 12:00:00 AM,0,8.724781,526.7546,100,25.99349,48.95726,49,
ColliOrientali,44,11,Merlot,5/6/2017 12:00:00 AM,0,8.264782,538.98846,100,26.59719,50.40949,50,
ColliOrientali,44,11,Merlot,5/7/2017 12:00:00 AM,0,8.229782,551.443,100,27.211779,51.887917,52,
ColliOrientali,44,11,Merlot,5/8/2017 12:00:00 AM,0,10.174782,564.62067,100,27.862051,53.45217,53,
ColliOrientali,44,11,Merlot,5/9/2017 12:00:00 AM,0,9.9947815,577.9703,100,28.520807,55.01471,55,
ColliOrientali,44,11,Merlot,5/10/2017 12:00:00 AM,0,8.529781,590.5641,100,29.142267,55.611446,56,
ColliOrientali,44,11,Merlot,5/11/2017 12:00:00 AM,0,8.944782,603.3974,100,29.775545,56.219532,56,
ColliOrientali,44,11,Merlot,5/12/2017 12:00:00 AM,0,13.104782,617.4831,100,30.470625,56.886963,57,
ColliOrientali,44,11,Merlot,5/13/2017 12:00:00 AM,0,13.359781,631.35284,100,31.15505,57.544163,58,
ColliOrientali,44,11,Merlot,5/14/2017 12:00:00 AM,0,13.659782,644.93994,100,31.825525,58.18797,58,
ColliOrientali,44,11,Merlot,5/15/2017 12:00:00 AM,0,14.324781,658.669,100,32.503006,58.8385,59,
ColliOrientali,44,11,Merlot,5/16/2017 12:00:00 AM,0,14.479782,671.7955,100,33.15075,59.46048,59,
ColliOrientali,44,11,Merlot,5/17/2017 12:00:00 AM,0,14.814781,685.2569,100,33.815025,60.09833,60,
ColliOrientali,44,11,Merlot,5/18/2017 12:00:00 AM,0,14.2047825,699.1828,100,34.50222,60.75819,61,
ColliOrientali,44,11,Merlot,5/19/2017 12:00:00 AM,0,13.899782,712.781,100,35.173244,61.402523,61,
ColliOrientali,44,11,Merlot,5/20/2017 12:00:00 AM,0,11.669783,726.78955,100,35.864517,62.0663,62,
ColliOrientali,44,11,Merlot,5/21/2017 12:00:00 AM,0,14.239782,740.0725,100,36.519985,62.69569,63,
ColliOrientali,44,11,Merlot,5/22/2017 12:00:00 AM,0,14.589783,753.2408,100,37.169792,64.419304,64,
ColliOrientali,44,11,Merlot,5/23/2017 12:00:00 AM,0,15.729782,766.27216,100,37.812843,64.45542,64,
ColliOrientali,44,11,Merlot,5/24/2017 12:00:00 AM,0,15.819782,779.5696,100,38.469025,64.49227,64,
ColliOrientali,44,11,Merlot,5/25/2017 12:00:00 AM,0,13.679781,793.78534,100,39.17052,64.53167,65,
ColliOrientali,44,11,Merlot,5/26/2017 12:00:00 AM,0,14.014782,807.2314,100,39.834038,64.56894,65,
ColliOrientali,44,11,Merlot,5/27/2017 12:00:00 AM,0,15.404781,820.3069,100,40.47927,64.60518,65,
ColliOrientali,44,11,Merlot,5/28/2017 12:00:00 AM,0,16.619781,833.2276,100,41.11686,64.64098,65,65
ColliOrientali,44,11,Merlot,5/29/2017 12:00:00 AM,0,16.464783,846.3705,100,41.765415,64.677414,65,
ColliOrientali,44,11,Merlot,5/30/2017 12:00:00 AM,0,17.60478,858.9538,100,42.38636,64.71229,65,
ColliOrientali,44,11,Merlot,5/31/2017 12:00:00 AM,0,18.289782,871.1833,100,42.98984,64.74618,65,
ColliOrientali,44,11,Merlot,6/1/2017 12:00:00 AM,0,17.904781,883.59656,100,43.60239,64.78058,65,
ColliOrientali,44,11,Merlot,6/2/2017 12:00:00 AM,0,17.299782,896.237,100,44.22615,64.81561,65,
ColliOrientali,44,11,Merlot,6/3/2017 12:00:00 AM,0,17.94478,908.7134,100,44.84182,64.85019,65,
ColliOrientali,44,11,Merlot,6/4/2017 12:00:00 AM,0,17.064783,921.84015,100,45.48958,64.88657,65,
ColliOrientali,44,11,Merlot,6/5/2017 12:00:00 AM,0,15.769781,935.6896,100,46.173,64.92496,65,
ColliOrientali,44,11,Merlot,6/6/2017 12:00:00 AM,0,15.379782,949.505,100,46.854744,64.96325,65,
ColliOrientali,44,11,Merlot,6/7/2017 12:00:00 AM,0,14.469782,963.11066,100,47.526134,65.00553,65,
ColliOrientali,44,11,Merlot,6/8/2017 12:00:00 AM,0,13.319782,976.63464,100,48.193493,65.222755,65,
ColliOrientali,44,11,Merlot,6/9/2017 12:00:00 AM,0,14.459782,989.6116,100,48.833862,65.43119,65,
ColliOrientali,44,11,Merlot,6/10/2017 12:00:00 AM,0,16.90978,1002.32324,100,49.46114,65.63537,66,
ColliOrientali,44,11,Merlot,6/11/2017 12:00:00 AM,0,16.444782,1015.0643,100,50.08986,65.84002,66,
ColliOrientali,44,11,Merlot,6/12/2017 12:00:00 AM,0,17.774782,1027.199,100,50.688667,66.03493,66,
ColliOrientali,44,11,Merlot,6/13/2017 12:00:00 AM,0,19.284782,1038.8837,100,51.265263,66.22261,66,
ColliOrientali,44,11,Merlot,6/14/2017 12:00:00 AM,0,18.544783,1051.4734,100,51.886524,66.424835,66,
ColliOrientali,44,11,Merlot,6/15/2017 12:00:00 AM,0,18.044783,1064.3024,100,52.51959,66.6309,67,
ColliOrientali,44,11,Merlot,6/16/2017 12:00:00 AM,0,19.104782,1076.3104,100,53.112144,66.82377,67,
ColliOrientali,44,11,Merlot,6/17/2017 12:00:00 AM,0,18.884783,1088.3933,100,53.708393,67.017845,67,
ColliOrientali,44,11,Merlot,6/18/2017 12:00:00 AM,0,16.539782,1101.3622,100,54.348362,67.22616,67,
ColliOrientali,44,11,Merlot,6/19/2017 12:00:00 AM,0,17.489782,1113.7156,100,54.957954,67.42458,67,
ColliOrientali,44,11,Merlot,6/20/2017 12:00:00 AM,0,18.824781,1125.2235,100,55.525833,67.60942,68,
ColliOrientali,44,11,Merlot,6/21/2017 12:00:00 AM,0,20.314781,1135.7712,100,56.046326,67.77885,68,
ColliOrientali,44,11,Merlot,6/22/2017 12:00:00 AM,0,20.96478,1145.7015,100,56.536354,67.93835,68,
ColliOrientali,44,11,Merlot,6/23/2017 12:00:00 AM,0,22.12478,1154.5726,100,56.974113,68.137024,68,
ColliOrientali,44,11,Merlot,6/24/2017 12:00:00 AM,0,21.65978,1163.931,100,57.435913,68.391815,68,
ColliOrientali,44,11,Merlot,6/25/2017 12:00:00 AM,0,19.099783,1176.2678,100,58.04469,68.7277,69,
ColliOrientali,44,11,Merlot,6/26/2017 12:00:00 AM,0,18.259783,1188.7484,100,58.66057,69.0675,69,
ColliOrientali,44,11,Merlot,6/27/2017 12:00:00 AM,0,17.28478,1201.988,100,59.313892,69.42796,69,
ColliOrientali,44,11,Merlot,6/28/2017 12:00:00 AM,0,17.139782,1214.9186,100,59.951973,69.78001,70,
ColliOrientali,44,11,Merlot,6/29/2017 12:00:00 AM,0,16.219782,1228.3652,100,60.615517,70.14611,70,
ColliOrientali,44,11,Merlot,6/30/2017 12:00:00 AM,0,14.7047825,1242.5082,100,61.31342,70.531166,71,
ColliOrientali,44,11,Merlot,7/1/2017 12:00:00 AM,0,14.6197815,1256.169,100,61.98753,70.9031,71,
ColliOrientali,44,11,Merlot,7/2/2017 12:00:00 AM,0,15.469782,1269.179,100,62.62953,71.25731,71,
ColliOrientali,44,11,Merlot,7/3/2017 12:00:00 AM,0,17.449781,1281.941,100,63.259296,71.604774,72,
ColliOrientali,44,11,Merlot,7/4/2017 12:00:00 AM,0,17.71478,1294.8483,100,63.89622,71.956184,72,
ColliOrientali,44,11,Merlot,7/5/2017 12:00:00 AM,0,18.644781,1306.9397,100,64.49289,72.28539,72,
ColliOrientali,44,11,Merlot,7/6/2017 12:00:00 AM,0,19.569782,1318.1257,100,65.044876,72.58994,73,
ColliOrientali,44,11,Merlot,7/7/2017 12:00:00 AM,0,20.644781,1328.0009,100,65.53218,72.8588,73,
ColliOrientali,44,11,Merlot,7/8/2017 12:00:00 AM,0,20.209784,1338.6738,100,66.05885,73.14939,73,
ColliOrientali,44,11,Merlot,7/9/2017 12:00:00 AM,0,20.309782,1349.6497,100,66.60048,73.44822,73,
ColliOrientali,44,11,Merlot,7/10/2017 12:00:00 AM,0,20.974781,1360.1877,100,67.12049,73.73513,74,
ColliOrientali,44,11,Merlot,7/11/2017 12:00:00 AM,0,19.414782,1371.9215,100,67.69952,74.054596,74,
ColliOrientali,44,11,Merlot,7/12/2017 12:00:00 AM,0,18.65978,1384.0133,100,68.2962,74.38381,74,
ColliOrientali,44,11,Merlot,7/13/2017 12:00:00 AM,0,19.974783,1395.5054,100,68.8633,74.69669,75,
ColliOrientali,44,11,Merlot,7/14/2017 12:00:00 AM,0,16.759783,1409.0984,100,69.534065,75.06678,75,
ColliOrientali,44,11,Merlot,7/15/2017 12:00:00 AM,0,17.399782,1421.8256,100,70.16211,75.41329,75,
ColliOrientali,44,11,Merlot,7/16/2017 12:00:00 AM,0,16.169783,1435.2804,100,70.82605,75.77962,76,
ColliOrientali,44,11,Merlot,7/17/2017 12:00:00 AM,0,16.514782,1447.8219,100,71.44493,76.12107,76,
ColliOrientali,44,11,Merlot,7/18/2017 12:00:00 AM,0,17.289782,1460.0823,100,72.04994,76.45487,76,
ColliOrientali,44,11,Merlot,7/19/2017 12:00:00 AM,0,18.419783,1472.0593,100,72.64097,76.78097,77,
ColliOrientali,44,11,Merlot,7/20/2017 12:00:00 AM,0,19.799782,1483.182,100,73.189835,77.08379,77,
ColliOrientali,44,11,Merlot,7/21/2017 12:00:00 AM,0,20.269781,1494.0938,100,73.72829,77.380875,77,
ColliOrientali,44,11,Merlot,7/22/2017 12:00:00 AM,0,20.779781,1504.7733,100,74.25529,77.67164,78,
ColliOrientali,44,11,Merlot,7/23/2017 12:00:00 AM,0,20.779783,1514.8497,100,74.75252,77.945984,78,
ColliOrientali,44,11,Merlot,7/24/2017 12:00:00 AM,0,17.644781,1527.5923,100,75.38132,78.292915,78,
ColliOrientali,44,11,Merlot,7/25/2017 12:00:00 AM,0,16.049782,1540.7338,100,76.02981,78.6507,79,
ColliOrientali,44,11,Merlot,7/26/2017 12:00:00 AM,0,16.054781,1553.6156,100,76.66548,79.00143,79,
ColliOrientali,44,11,Merlot,7/27/2017 12:00:00 AM,0,16.754782,1566.1138,100,77.28222,79.341705,79,
ColliOrientali,44,11,Merlot,7/28/2017 12:00:00 AM,0,18.379782,1578.1384,100,77.875595,79.66909,80,
ColliOrientali,44,11,Merlot,7/29/2017 12:00:00 AM,0,19.604782,1589.8948,100,78.455734,79.98917,80,
ColliOrientali,44,11,Merlot,7/30/2017 12:00:00 AM,0,19.509783,1601.7024,100,79.03839,80.310646,80,
ColliOrientali,44,11,Merlot,7/31/2017 12:00:00 AM,0,19.864782,1612.8761,100,79.589775,80.61486,81,
ColliOrientali,44,11,Merlot,8/1/2017 12:00:00 AM,0,20.279781,1622.9005,100,80.08445,80.88779,81,
ColliOrientali,44,11,Merlot,8/2/2017 12:00:00 AM,0,22.579782,1631.1837,100,80.493195,81.10827,81,81
ColliOrientali,44,11,Merlot,8/3/2017 12:00:00 AM,0,22.639784,1639.4219,100,80.89972,81.32258,81,
ColliOrientali,44,11,Merlot,8/4/2017 12:00:00 AM,0,24.46478,1646.2572,100,81.237015,81.5004,82,
ColliOrientali,44,11,Merlot,8/5/2017 12:00:00 AM,0,23.28478,1654.0115,100,81.61967,81.70212,82,
ColliOrientali,44,11,Merlot,8/6/2017 12:00:00 AM,0,21.184782,1663.404,100,82.08316,81.94646,82,
ColliOrientali,44,11,Merlot,8/7/2017 12:00:00 AM,0,17.789782,1676.4224,100,82.72556,82.285126,82,
ColliOrientali,44,11,Merlot,8/8/2017 12:00:00 AM,0,19.174782,1688.0323,100,83.29848,82.58715,83,
ColliOrientali,44,11,Merlot,8/9/2017 12:00:00 AM,0,21.484781,1697.5848,100,83.76986,82.83565,83,
ColliOrientali,44,11,Merlot,8/10/2017 12:00:00 AM,0,18.879782,1709.4019,100,84.35299,83.14307,83,
ColliOrientali,44,11,Merlot,8/11/2017 12:00:00 AM,0,16.334784,1722.8151,100,85.01488,83.492004,83,
ColliOrientali,44,11,Merlot,8/12/2017 12:00:00 AM,0,15.614782,1736.0414,100,85.66756,83.83608,84,
ColliOrientali,44,11,Merlot,8/13/2017 12:00:00 AM,0,15.934782,1748.9695,100,86.30551,84.1724,84,
ColliOrientali,44,11,Merlot,8/14/2017 12:00:00 AM,0,17.044783,1761.6754,100,86.9325,84.50294,85,
ColliOrientali,44,11,Merlot,8/15/2017 12:00:00 AM,0,18.129782,1773.828,100,87.532196,84.81908,85,
ColliOrientali,44,11,Merlot,8/16/2017 12:00:00 AM,0,18.804781,1785.6456,100,88.11535,85.07916,85,
ColliOrientali,44,11,Merlot,8/17/2017 12:00:00 AM,0,20.13478,1796.4524,100,88.64862,85.2551,85,
ColliOrientali,44,11,Merlot,8/18/2017 12:00:00 AM,0,19.784782,1807.3033,100,89.18408,85.43175,85,
ColliOrientali,44,11,Merlot,8/19/2017 12:00:00 AM,0,18.379782,1819.5623,100,89.78902,85.63132,86,
ColliOrientali,44,11,Merlot,8/20/2017 12:00:00 AM,0,16.01478,1833.4052,100,90.472115,85.85668,86,
ColliOrientali,44,11,Merlot,8/21/2017 12:00:00 AM,0,15.114782,1847.0409,100,91.14499,86.07867,86,
ColliOrientali,44,11,Merlot,8/22/2017 12:00:00 AM,0,14.144781,1860.5966,100,91.81392,86.29935,86,
ColliOrientali,44,11,Merlot,8/23/2017 12:00:00 AM,0,14.729782,1873.7811,100,92.46453,86.51399,87,
ColliOrientali,44,11,Merlot,8/24/2017 12:00:00 AM,0,17.164782,1886.3591,100,93.085205,86.71876,87,
ColliOrientali,44,11,Merlot,8/25/2017 12:00:00 AM,0,19.234781,1898.0975,100,93.66446,86.90986,87,
ColliOrientali,44,11,Merlot,8/26/2017 12:00:00 AM,0,19.529781,1909.2279,100,94.2137,87.09106,87,
ColliOrientali,44,11,Merlot,8/27/2017 12:00:00 AM,0,20.364782,1919.5731,100,94.724205,87.259476,87,
