site,latitude,longitude,variety,Date,Tmax,Tmin,RHmax,RHmin,Rad,Prec,ET0,VPD,Wind,LW,ChillState,AntiChillState,ForcingState,DormancyCompletion,CycleCompletion,BBCHCode,BBCHPhase,BBCHRef,TempF,HeatF,ColdF,LightF,AridityF,VPDefF,WindF,DiseaseF,TempFsum,HeatFsum,ColdFsum,LightFsum,AridityFsum,VPDefFsum,WindFsum,DiseaseFsum
ColliOrientali,45.64986,12.44986,Carmenere,09/04/2006,29.38,17.38,91,49,18.532,0,4.01571,0.8090794,2.523148,3,0,17.052675,1800.2834,100,82.506905,85.454605,85,,0.72496766,1,1,0.50765306,0.73588043,0.994365,1,0.13671142,76.45982,285.80246,226.80312,124.36946,156.44792,273.76056,237.21243,1.913548
ColliOrientali,45.64986,12.44986,Carmenere,09/05/2006,30.619999,17.98,93,45,19.749,0,4.3553567,0.8726476,3.2175925,3,0,17.972675,1812.7191,100,83.07683,85.570114,86,,0.7253334,1,1,0.50871366,0.7400139,0.9877325,1,0.09923723,77.18481,286.80243,227.8031,124.87715,157.18399,274.75464,238.21245,1.9191793
ColliOrientali,45.64986,12.44986,Carmenere,09/06/2006,30.66,17.83,83,41,19.383,0,4.510682,1.1004534,4.1666665,0,0,17.917675,1825.1458,100,83.64634,85.68554,86,,0.71875817,1,1,0.50611615,0.74740255,0.97194266,1,0,77.909874,287.80243,228.80312,125.38576,157.92432,275.7417,239.21245,1.923142
ColliOrientali,45.64986,12.44986,Carmenere,09/07/2006,29.68,19.330002,91,43,19.191,0,4.3036265,0.9548112,3.8657408,3,0,18.177677,1837.8999,100,84.23086,85.80401,86,,0.7964285,1,1,0.5037345,0.7624695,0.98051524,1,0.119936116,78.63187,288.80246,229.80312,125.89178,158.67235,276.71402,240.21243,1.9233501
ColliOrientali,45.64986,12.44986,Carmenere,09/08/2006,29.3,18.82,91,39,14.048,0,3.4362426,0.9835636,4.861111,3,0,17.732676,1850.886,100,84.82601,85.92463,86,,0.7819748,1,1,0.48637876,0.74872667,0.97436196,0.58795124,0.13252018,79.42769,289.80243,230.8031,126.39478,159.43425,277.6943,241.19528,1.9283693
ColliOrientali,45.64986,12.44986,Carmenere,09/09/2006,25.010002,14.430001,62,38,20.504,0,4.7347302,1.14389,5.127315,0,0,13.392677,1864.9476,100,85.47046,86.05524,86,,0.53179497,1,1,0.50211287,0.6854689,0.98334634,0.45053697,0,80.199234,290.80243,231.80312,126.88183,160.18034,278.669,241.7775,1.9336607
ColliOrientali,45.64986,12.44986,Carmenere,09/10/2006,25.75,12.849999,66,27,20.621,0,4.896908,1.1774163,6.3425927,0,0,12.972675,1878.5283,100,86.09286,86.18139,86,,0.50474465,1,1,0.49983963,0.6481371,0.97197485,0.13364172,0,80.7299,291.80246,232.80312,127.38384,160.86426,279.6519,242.21483,1.9336607
ColliOrientali,45.64986,12.44986,Carmenere,09/11/2006,25.47,12.1,70,32,18.49,0,4.2871704,1.0414122,4.9305553,0,0,12.457676,1891.9406,100,86.707535,86.30597,86,,0.47411415,1,1,0.49255693,0.5948735,0.9872397,0.5485069,0,81.23337,292.80243,233.8031,127.88338,161.51016,280.6245,242.36575,1.9336607
ColliOrientali,45.64986,12.44986,Carmenere,09/12/2006,25.68,12.05,70,31,18.016,0,4.234525,1.0566562,5.2314816,0,0,12.537676,1905.3065,100,87.3201,86.430115,86,,0.4796788,1,1,0.4885401,0.52081734,0.98555654,0.4059677,0,81.70771,293.80243,234.80312,128.37576,162.10196,281.6117,242.90831,1.9336607
ColliOrientali,45.64986,12.44986,Carmenere,09/13/2006,25.39,12.330001,74,31,18.159,0,4.163956,1.0040568,4.178241,0,0,12.532677,1918.7982,100,87.93843,86.555435,87,,0.4777446,1,1,0.4857388,0.45168406,0.9888666,1,0,82.18731,294.80246,235.80312,128.86418,162.6199,282.59738,243.33904,1.9336607
ColliOrientali,45.64986,12.44986,Carmenere,09/14/2006,23.45,14.8,75,51,12.854,11.5,2.8360255,0.8069692,3.9004629,24,0,12.797676,1933.1237,100,88.59496,86.6885,87,,0.4833564,1,1,0.46627766,0.51488525,1,1,1,82.66529,295.80243,236.8031,129.3491,163.07422,283.5867,244.33904,1.9353969
ColliOrientali,45.64986,12.44986,Carmenere,09/15/2006,23.43,17.42,96,73,1.703,37.7,0.5724325,0.35673097,5.8333335,24,0,14.097675,1947.8103,100,89.26804,86.82491,87,,0.59110045,1,1,0.21483985,0.79928666,1,0.22238758,1,83.15313,296.80243,237.80312,129.80492,163.60097,284.58673,245.30663,1.9770637
ColliOrientali,45.64986,12.44986,Carmenere,09/16/2006,23.23,17.11,92,70,4.841,28.5,1.1269999,0.43505058,5.2430553,24,0,13.842676,1962.4962,100,89.9411,86.96133,87,,0.56859434,1,1,0.37332696,0.908112,1,0.40129623,1,83.74329,297.80246,238.80312,130.02635,164.40479,285.5867,245.53645,2.0187304
ColliOrientali,45.64986,12.44986,Carmenere,09/17/2006,20.46,15.66,98,80,5.809,24.2,1.0859166,0.21907024,3.8773148,24,0,11.732676,1977.0536,100,90.60827,87.09654,87,,0.38041842,1,1,0.3940274,0.93839747,1,1,1,84.304054,298.80243,239.8031,130.40054,165.31416,286.5867,245.9627,2.0603971
ColliOrientali,45.64986,12.44986,Carmenere,09/18/2006,24.32,14.66,96,58,9.052,0,1.8979533,0.4853347,3.0671296,7,0,13.162676,1991.2584,100,91.25928,87.228485,87,,0.5140025,1,1,0.43241188,0.94914293,1,1,0.5153489,84.69003,299.80243,240.80312,130.79617,166.253,287.58673,246.9627,2.1012225
ColliOrientali,45.64986,12.44986,Carmenere,09/19/2006,24.77,15.07,97,61,11.856,0,2.34902,0.45346853,3.8657408,7,0,13.592676,2005.4739,100,91.91077,87.36053,87,,0.54677284,1,1,0.44473374,0.95245075,1,1,0.5082629,85.2054,300.80246,241.80312,131.22911,167.20229,288.5867,247.96269,2.122683
ColliOrientali,45.64986,12.44986,Carmenere,09/20/2006,26.08,15.13,91,43,16.799,0,3.5144637,0.7508726,3.9004629,3,0,14.277676,2019.4508,100,92.55133,87.49035,87,,0.59325975,1,1,0.45240188,0.95565796,0.99657357,1,0.20635444,85.75411,301.80243,242.8031,131.67415,168.15486,289.58658,248.9627,2.1433365
ColliOrientali,45.64986,12.44986,Carmenere,09/21/2006,25.18,14.260001,86,41,17.102,0,3.5963411,0.7974012,3.8773148,0,0,13.392677,2033.4517,100,93.192986,87.6204,88,,0.53179866,1,1,0.4501423,0.9588206,0.99633026,1,0,86.34481,302.80243,243.80312,132.12646,169.11066,290.58313,249.9627,2.1515763
ColliOrientali,45.64986,12.44986,Carmenere,09/22/2006,25.41,14.649999,86,48,14.731,0,3.1169972,0.7389918,3.6458333,0,0,13.702675,2047.4869,100,93.83623,87.75076,88,,0.5538875,1,1,0.44590348,0.9620567,0.9985616,1,0,86.87753,303.80246,244.80312,132.57645,170.06961,291.57956,250.96269,2.1515763
ColliOrientali,45.64986,12.44986,Carmenere,09/23/2006,23.63,14.81,74,41,16.222,0,3.589333,0.92652744,4.351852,0,0,12.892675,2061.7986,100,94.49213,87.8837,88,,0.49136034,1,1,0.44818753,0.96473205,0.9955467,0.97838503,0,87.42882,304.80243,245.8031,133.02245,171.03177,292.578,251.9618,2.1515763
ColliOrientali,45.64986,12.44986,Carmenere,09/24/2006,23.45,12.37,90,42,16.669,0,3.3209367,0.65511,3.6458333,0,0,11.582676,2075.4844,100,95.11935,88.01082,88,,0.40473935,1,1,0.44848526,0.96757346,0.99968255,1,0,87.91657,305.80243,246.80312,133.47063,171.99663,293.57373,252.94109,2.1515763
ColliOrientali,45.64986,12.44986,Carmenere,09/25/2006,22.89,14.55,93,48,13.827,0,2.761479,0.6014522,3.8425925,3,0,12.392675,2089.7957,100,95.77523,88.14375,88,,0.44991267,1,1,0.4424811,0.9712626,1,1,0.22955471,88.32319,306.80246,247.80312,133.91888,172.96436,294.57343,253.94109,2.151975
ColliOrientali,45.64986,12.44986,Carmenere,09/26/2006,25.45,14.720001,78,35,12.972,0,3.165819,0.9873808,4.4444447,0,0,13.757677,2103.8354,100,96.41867,88.27416,88,,0.5578313,1,1,0.43958265,0.9747295,0.9893571,0.8918612,0,88.7776,307.80243,248.8031,134.36124,173.93578,295.573,254.93657,2.1611412
ColliOrientali,45.64986,12.44986,Carmenere,09/27/2006,25.990002,14.410001,82,33,15.586,0,3.6086614,0.9602574,3.738426,0,0,13.872677,2117.7148,100,97.05476,88.403076,88,,0.56384957,1,1,0.44528565,0.97776,0.9884642,1,0,89.33568,308.80243,249.80312,134.80104,174.91063,296.5623,255.83293,2.1611412
ColliOrientali,45.64986,12.44986,Carmenere,09/28/2006,24.67,13.42,85,38,15.418,0,3.347837,0.8064193,4.1319447,0,0,12.717676,2131.5999,100,97.69112,88.53205,89,,0.48466885,1,1,0.4444134,0.98069996,0.9961373,1,0,89.89623,309.80246,250.80312,135.24629,175.8885,297.5511,256.83292,2.1611412
ColliOrientali,45.64986,12.44986,Carmenere,09/29/2006,25.11,13.610001,92,42,13.289,0,2.8608057,0.69062114,3.9004629,3,0,13.032677,2145.4695,100,98.32676,88.66088,89,,0.5070403,1,1,0.4386341,0.98208153,0.9978837,1,0.21892872,90.381836,310.80243,251.8031,135.69046,176.86926,298.54727,257.83292,2.1615212
ColliOrientali,45.64986,12.44986,Carmenere,09/30/2006,24.829998,14.659999,96,66,8.308,0,1.7262866,0.40803716,2.3333333,7,0,13.417675,2159.6025,100,98.97448,88.79215,89,,0.53358155,1,1,0.41235834,0.97689676,1,1,0.5073049,90.889984,311.80243,252.80312,136.12799,177.85114,299.54526,258.83295,2.171144
ColliOrientali,45.64986,12.44986,Carmenere,10/01/2006,25.16,15.420001,98,81,3.484,0,0.8518225,0.23324065,2.1412036,11,0,13.962677,2173.8062,100,99.62543,88.92409,89,,0.57459766,1,1,0.31632534,0.95819163,1,1,0.7779244,91.42528,312.80246,253.80312,136.53635,178.82726,300.5453,259.83292,2.1927516
ColliOrientali,45.64986,12.44986,Carmenere,10/02/2006,24.54,15.830001,98,76,3.909,0,0.93112063,0.28744802,2.6273148,9,0,13.857677,2181.9792,100,100,0,0,,0.56811094,1,1,0.331708,0.8010113,1,1,0.6548639,91.99961,313.80243,254.8031,136.85332,179.7789,301.54526,260.83292,2.2249515
ColliOrientali,45.64986,12.44986,Carmenere,10/03/2006,24.84,16.030003,98,80,2.612,0,0.7089789,0.24759744,3.3449075,11,0,14.107677,2181.9792,100,100,0,0,,0.5876525,1,1,0.2733267,0,1,1,0.78907394,92.56853,314.80243,255.80312,137.1826,180.54652,302.54526,261.83295,2.2524705
ColliOrientali,45.64986,12.44986,Carmenere,10/04/2006,24.41,13.259999,95,55,10.113,0,2.0930636,0.5041076,4.398148,5,0,12.507675,2181.9792,100,100,0,0,,0.4696141,1,1,0.42128128,0,1,0.9341221,0.37070554,93.15127,315.80246,256.80313,137.4621,180.54652,303.5453,262.83017,2.2846224
ColliOrientali,45.64986,12.44986,Carmenere,10/05/2006,21.69,11.29,85,53,8.529,0,1.8037561,0.5601161,5.0925927,0,0,10.162676,2181.9792,100,100,0,0,,0.30377325,1,1,0.40946525,0,1,0.46645543,0,93.61397,316.80243,257.8031,137.88287,180.54652,304.54526,263.7448,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/06/2006,20.89,9.07,85,38,14.971,0,3.0187829,0.6221262,3.9351852,0,0,8.652676,2181.9792,100,100,0,0,,0.23403692,1,0.99908745,0.43723264,0,1,1,0,93.91483,317.80243,258.80307,138.2935,180.54652,305.54526,264.2335,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/07/2006,19.37,9.23,89,53,9.37,0,1.7934892,0.44955176,3.6111112,0,0,7.9726768,2181.9792,100,100,0,0,,0.17726445,1,0.9997036,0.41334936,0,1,1,0,94.14651,318.80246,259.8022,138.72974,180.54652,306.5453,265.2335,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/08/2006,21.45,9.99,86,39,14.669,0,2.9763737,0.6345493,3.7962964,0,0,9.392677,2181.9792,100,100,0,0,,0.26970932,1,1,0.4342316,0,1,1,0,94.32762,319.80243,260.80188,139.14395,180.54652,307.54526,266.23352,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/09/2006,22.04,9.35,84,33,14.778,0,3.1481383,0.7007084,5.601852,0,0,9.367678,2181.9792,100,100,0,0,,0.28416085,1,1,0.43326327,0,0.9989721,0.280312,0,94.59793,320.80243,261.8019,139.57814,180.54652,308.54523,267.2035,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/10/2006,23.31,8.92,76,29,14.553,0,3.3775494,0.83939147,5.787037,0,0,9.787676,2181.9792,100,100,0,0,,0.3286942,1,0.9989846,0.43130454,0,0.99631673,0.23292542,0,94.88395,321.80246,262.80185,140.01132,180.54652,309.54407,267.48184,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/11/2006,21.16,8.860001,79,40,13.742,0,2.8846178,0.66778606,5.2777777,0,0,8.682676,2181.9792,100,100,0,0,,0.24215297,1,0.9989094,0.4274698,0,1,0.3876014,0,95.209045,322.80243,263.80084,140.44246,180.54652,310.54056,267.72122,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/12/2006,22.69,9.050001,82,39,13.11,0,2.8176012,0.68141425,3.75,0,0,9.542677,2181.9792,100,100,0,0,,0.30604792,1,0.999087,0.4238164,0,1,1,0,95.45385,323.80243,264.79974,140.8698,180.54652,311.54053,268.13434,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/13/2006,22.81,9.870001,82,42,13.292,0,2.8137379,0.67759204,4.490741,0,0,10.012676,2181.9792,100,100,0,0,,0.32363224,1,1,0.42268977,0,1,0.85151273,0,95.760635,324.80246,265.79886,141.29355,180.54652,312.54053,269.12817,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/14/2006,21.93,10.580001,82,40,11.001,0,2.4419408,0.6913345,4.803241,0,0,9.927677,2181.9792,100,100,0,0,,0.29982123,1,1,0.41177815,0,1,0.62298,0,96.083275,325.80243,266.79886,141.71579,180.54652,313.54056,269.97012,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/15/2006,21.49,8.95,73,27,13.206,0,3.1668093,0.83831596,5.0810184,0,0,8.892675,2181.9792,100,100,0,0,,0.2564696,1,0.99899375,0.41851604,0,0.9969759,0.47188568,0,96.38128,326.80243,267.79883,142.12784,180.54652,314.5404,270.58682,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/16/2006,18.79,7.4500003,80,43,12.641,0,2.5268362,0.5617642,4.6527777,0,0,6.7926774,2181.9792,100,100,0,0,,0.14078307,1,0.9941961,0.4143848,0,1,0.7241348,0,96.632935,327.80246,268.7976,142.54619,180.54652,315.5375,271.0692,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/17/2006,18.04,5.76,77,29,13.281,0,2.8953927,0.63003784,4.212963,0,0,5.5857816,2181.9792,100,100,0,0,,0.10712283,1,0.97626156,0.4142363,0,1,1,0,96.772316,328.80243,269.79108,142.96056,180.54652,316.53754,271.80487,2.2994246
ColliOrientali,45.64986,12.44986,Carmenere,10/18/2006,17.22,4.67,91,38,11.901,0,2.2705336,0.43029442,3.9814816,3,0,4.727107,2181.9792,100,100,0,0,,0.080293715,1,0.9466832,0.4067949,0,1,1,0.1583702,96.87833,329.80243,270.7661,143.37448,180.54652,317.5375,272.80484,2.2996995
ColliOrientali,45.64986,12.44986,Carmenere,10/19/2006,16.57,7.9300003,96,59,5.572,3.4,0.9831905,0.29983333,3.0671296,24,0,5.9226766,2181.9792,100,100,0,0,,0.07772221,1,0.9957571,0.3537127,0.2887745,1,1,1,96.95851,330.80246,271.7148,143.77907,180.55856,318.5375,273.80484,2.3077595
ColliOrientali,45.64986,12.44986,Carmenere,10/20/2006,15.76,11.26,98,96,1.213,6.1,0.18956324,0.045869485,2.8935184,24,0,7.182677,2181.9792,100,100,0,0,,0.08375554,1,1,0.16141264,0.62175757,1,1,1,97.036476,331.80243,272.7108,144.12477,180.8612,319.53754,274.80487,2.3494263
ColliOrientali,45.64986,12.44986,Carmenere,10/21/2006,16.43,11.9,98,83,4.295,3.8,0.6814878,0.14792663,2.0601852,24,0,7.8376765,2181.9792,100,100,0,0,,0.11266269,1,1,0.32363874,0.7591195,1,1,1,97.121445,332.80243,273.71075,144.29294,181.4887,320.5375,275.80484,2.391093
ColliOrientali,45.64986,12.44986,Carmenere,10/22/2006,18.2,11.24,98,64,10.273,0,1.7239383,0.29904673,2.2685184,7,0,8.392677,2181.9792,100,100,0,0,,0.1613982,1,1,0.38833737,0.79199,1,1,0.44095343,97.23613,333.80246,274.71075,144.61928,182.24918,321.5375,276.80484,2.4317892
ColliOrientali,45.64986,12.44986,Carmenere,10/23/2006,18.82,13.060001,98,89,1.526,0,0.29828173,0.11329265,1.4930556,19,0,9.612677,2181.9792,100,100,0,0,,0.2238253,1,1,0.18838683,0.79856724,1,1,1,97.40014,334.80243,275.7108,144.99927,183.04146,322.53754,277.80487,2.4511328
ColliOrientali,45.64986,12.44986,Carmenere,10/24/2006,22.71,14.52,98,85,1.5,0,0.4083242,0.1722635,4.1319447,13,0,12.287676,2181.9792,100,100,0,0,,0.44088557,1,1,0.18565516,0.8118453,1,1,0.9429568,97.633,335.80243,276.71075,145.18755,183.84058,323.5375,278.80484,2.4927003
ColliOrientali,45.64986,12.44986,Carmenere,10/25/2006,22.45,12.34,98,71,5.977,0,1.1534736,0.28430942,2.9166667,9,0,11.067677,2181.9792,100,100,0,0,,0.36147058,1,1,0.34666532,0.82432145,1,1,0.65561235,98.07058,336.80246,277.71075,145.37991,184.65294,324.5375,279.80484,2.5314915
ColliOrientali,45.64986,12.44986,Carmenere,10/26/2006,20.81,12.08,98,77,5.478,0,0.9885946,0.21837427,2.1180556,11,0,10.117676,2181.9792,100,100,0,0,,0.2836876,1,1,0.33715317,0.8349408,1,1,0.75748813,98.42881,337.80243,278.7108,145.72618,185.4777,325.53754,280.80487,2.5589857
ColliOrientali,45.64986,12.44986,Carmenere,10/27/2006,20.04,12.05,98,88,3.848,0,0.68987966,0.1212029,2.210648,17,0,9.717676,2181.9792,100,100,0,0,,0.25012404,1,1,0.30110317,0.8455785,1,1,1,98.711105,338.80243,279.71075,146.06183,186.3131,326.5375,281.80484,2.5909688
ColliOrientali,45.64986,12.44986,Carmenere,10/28/2006,21.559998,11.069999,97,44,8.972,0,1.8556246,0.502097,4.328704,5,0,9.987675,2181.9792,100,100,0,0,,0.29369676,1,1,0.3601088,0.85389054,1,1,0.37117732,98.963036,339.80246,280.71075,146.36539,187.15903,327.5375,282.80484,2.6315439
ColliOrientali,45.64986,12.44986,Carmenere,10/29/2006,21.46,10.599999,98,70,6.725,0,1.2201643,0.26761347,2.789352,9,0,9.702675,2181.9792,100,100,0,0,,0.2804888,1,1,0.34509614,0.8600179,1,1,0.62950873,99.25618,340.80243,281.7108,146.72488,188.01318,328.53754,283.80487,2.647458
ColliOrientali,45.64986,12.44986,Carmenere,10/30/2006,19.89,9.94,98,36,10.071,0,2.068134,0.5122531,3.6574075,5,0,8.587675,2181.9792,100,100,0,0,,0.20592247,1,1,0.36267257,0.8664512,1,1,0.3476976,99.533554,341.80243,282.71075,147.0707,188.87346,329.5375,284.80484,2.6731985
ColliOrientali,45.64986,12.44986,Carmenere,10/31/2006,16.63,6.3899994,92,56,7.704,0,1.3511522,0.3324206,3.711111,3,0,5.182676,2181.9792,100,100,0,0,,0.07216334,1,0.9845039,0.35176355,0.8729186,1,1,0.15344407,99.73391,342.80246,283.7101,147.43292,189.74019,330.5375,285.80484,2.6873486
ColliOrientali,45.64986,12.44986,Carmenere,11/01/2006,16.74,8.06,98,71,2.888,0,0.47548237,0.20745756,3.449074,9,0,6.072676,2181.9792,100,100,0,0,,0.08288813,1,0.9967563,0.26518226,0.88347304,1,1,0.43131608,99.80652,343.80243,284.69513,147.78107,190.61354,331.53754,286.80487,2.6942246
ColliOrientali,45.64986,12.44986,Carmenere,11/02/2006,13.98,2.1199994,79,11,10.959,0,2.7683492,0.56042445,4.814815,0,0,2.4689481,2181.9792,100,100,0,0,,0.017771253,1,0.78814507,0.36425078,0.88876307,1,0.61581105,0,99.886696,344.80243,285.6832,148.05037,191.49724,332.5375,287.78885,2.7114472
ColliOrientali,45.64986,12.44986,Carmenere,11/03/2006,12.54,0.40999985,71,33,9.655,0,2.1793737,0.45424616,4.7685184,0,0,1.5909872,2181.9792,100,100,0,0,,0.0057593174,1,0.67180127,0.3600249,0.86742926,1,0.6449913,0,99.90397,345.80246,286.4665,148.41446,192.38512,333.5375,288.40588,2.7114472
ColliOrientali,45.64986,12.44986,Carmenere,11/04/2006,12.71,-0.6199999,89,38,7.577,0,1.5370018,0.3188276,3.8425925,0,0,1.528078,2181.9792,100,100,0,0,,0.006415252,1,0.62919706,0.34938145,0.7713946,1,1,0,99.90975,346.80243,287.13654,148.77405,193.24854,334.53754,289.06567,2.7114472
ColliOrientali,45.64986,12.44986,Carmenere,11/05/2006,12.47,-0.5500002,96,51,7.463,0,1.2694364,0.22423951,3.9814816,5,0,1.4490199,2181.9792,100,100,0,0,,0.0051974347,1,0.6274639,0.34816894,0.4291492,1,1,0.053885236,99.91612,347.80243,287.7657,149.12338,194.00568,335.5375,290.06564,2.7115407
ColliOrientali,45.64986,12.44986,Carmenere,11/06/2006,13.860001,2.9100003,97,66,5.499,0,0.845084,0.18725549,3.9351852,7,0,2.5909233,2181.9792,100,100,0,0,,0.017146142,1,0.8384219,0.32827482,0,1,1,0.15759641,99.921814,348.80246,288.40195,149.47072,194.41695,336.5375,291.06564,2.7139661
ColliOrientali,45.64986,12.44986,Carmenere,11/07/2006,15.75,1.1700001,95,53,8.792,0,1.5012242,0.26190588,3.75,5,0,3.0448158,2181.9792,100,100,0,0,,0.041081578,1,0.749752,0.35486683,0,1,1,0.17432377,99.93996,349.80243,289.23663,149.80011,194.41695,337.53754,292.06567,2.7205617
ColliOrientali,45.64986,12.44986,Carmenere,11/08/2006,15.6,2.9300003,94,64,6.158,0,1.0016043,0.22846861,2.835648,5,0,3.3931541,2181.9792,100,100,0,0,,0.041377246,1,0.85185874,0.33535564,0,1,1,0.18340619,99.98105,350.80243,289.99066,150.15417,194.41695,338.5375,293.06564,2.727841
ColliOrientali,45.64986,12.44986,Carmenere,11/09/2006,16.82,5.7700005,92,66,5.69,0,0.9561701,0.26665133,2.6620371,5,0,4.981731,2181.9792,100,100,0,0,,0.074393384,1,0.9752414,0.32933682,0,1,1,0.24805091,100.023796,351.80246,290.84766,150.48929,194.41695,339.5375,294.06564,2.735595
ColliOrientali,45.64986,12.44986,Carmenere,11/10/2006,16.25,1.7399998,91,12,9.199,0,2.3527186,0.50611424,5.127315,1,0,3.3928154,2181.9792,100,100,0,0,,0.051112693,1,0.78518426,0.35525787,0,1,0.45053697,0,100.09723,352.80243,291.815,150.81969,194.41695,340.53754,295.04276,2.7454998
ColliOrientali,45.64986,12.44986,Carmenere,11/11/2006,12.67,1.1700001,80,45,5.49,0,1.1997917,0.3618668,3.2754629,0,0,1.7491107,2181.9792,100,100,0,0,,0.006675371,1,0.71424407,0.32561612,0,1,1,0,100.146484,353.80243,292.59723,151.1737,194.41695,341.5375,295.5162,2.7454998
ColliOrientali,45.64986,12.44986,Carmenere,11/12/2006,13.57,3.8199997,95,62,5.367,0,0.8623972,0.22575356,3.3912036,7,0,2.6900697,2181.9792,100,100,0,0,,0.014960421,1,0.89303887,0.32333398,0,1,1,0.15072359,100.1535,354.80246,293.3189,151.49924,194.41695,342.5375,296.51617,2.7457616
ColliOrientali,45.64986,12.44986,Carmenere,11/13/2006,14.19,1.21,86,48,4.233,0,0.92162025,0.33012426,3.9467592,0,0,2.3814206,2181.9792,100,100,0,0,,0.01932705,1,0.73608655,0.30243847,0,1,1,0,100.16864,355.80243,294.2054,151.8217,194.41695,343.53754,297.51617,2.75178
ColliOrientali,45.64986,12.44986,Carmenere,11/14/2006,14.98,3.9300003,96,77,2.218,0,0.32384866,0.14974071,3.6342592,9,0,3.3877287,2181.9792,100,100,0,0,,0.032861255,1,0.90673316,0.22964543,0,1,1,0.26888102,100.18853,356.80243,294.9486,152.12111,194.41695,344.5375,298.5162,2.7522469
ColliOrientali,45.64986,12.44986,Carmenere,11/15/2006,13.55,4.2300005,94,65,5.244,0,0.8247618,0.22016661,2.3148148,5,0,2.7986622,2181.9792,100,100,0,0,,0.015110668,1,0.91500294,0.3197687,0,1,1,0.114538625,100.22065,357.80246,295.8557,152.3545,194.41695,345.5375,299.51617,2.7631822
ColliOrientali,45.64986,12.44986,Carmenere,11/16/2006,14.83,7.1200004,91,63,3.057,0,0.5451574,0.2890656,1.5162038,3,0,4.647677,2181.9792,100,100,0,0,,0.037018646,1,0.9904973,0.26704398,0,1,1,0.11782714,100.23668,358.80243,296.77383,152.67207,194.41695,346.53754,300.51617,2.7679603
ColliOrientali,45.64986,12.44986,Carmenere,11/17/2006,15.29,8.39,98,81,2.155,0,0.3255859,0.13784471,1.6898148,11,0,5.5126767,2181.9792,100,100,0,0,,0.050115883,1,0.99745184,0.22525474,0,1,1,0.4107609,100.27425,359.80243,297.76465,152.93738,194.41695,347.5375,301.5162,2.7733784
ColliOrientali,45.64986,12.44986,Carmenere,11/18/2006,15.859999,9.65,98,89,1.387,8.8,0.21573977,0.09188919,3.5995371,24,0,6.4276757,2181.9792,100,100,0,0,,0.07022395,1,1,0.1720176,0.67945707,1,1,1,100.325195,360.80246,298.7622,153.16042,194.44525,348.5375,302.51617,2.7915165
ColliOrientali,45.64986,12.44986,Carmenere,11/19/2006,14.93,8.43,98,98,0.681,4.4,0.09450629,0.027743613,2.6273148,24,0,5.352677,2181.9792,100,100,0,0,,0.04310513,1,0.99751353,0.10050971,0.88693357,1,1,1,100.39429,361.80243,299.76212,153.32944,195.13336,349.53754,303.51617,2.8331833
ColliOrientali,45.64986,12.44986,Carmenere,11/20/2006,13.76,8.120001,98,89,3.043,2.8,0.44421488,0.08173158,2.3726852,24,0,4.612677,2181.9792,100,100,0,0,,0.023081625,1,0.99591756,0.26472282,0.9193632,1,1,1,100.43657,362.80243,300.75958,153.4368,196.02165,350.5375,304.5162,2.87485
ColliOrientali,45.64986,12.44986,Carmenere,11/21/2006,12.7,6.4000006,98,77,4.774,11.1,0.6871423,0.14099438,2.789352,24,0,0,0,-0,0,0,0,,0.00943936,1,0.9802812,0.30834112,0,1,1,0.22617623,0,0.0017361111,0.001699499,0,0,0.0017361111,0.0017361111,0.00039266705
ColliOrientali,45.64986,12.44986,Carmenere,11/22/2006,11.58,4.97,98,87,0.768,8.7,0.08134304,0.07809476,3.9699075,24,-1.2179642,0,0,0.41729286,0,0,0,,0.002672181,1,0.93859893,0.110640466,0,1,1,0.10736295,0.000111340865,0.08333333,0.079896264,0.0046100193,0,0.08333333,0.08333333,0.009610403
ColliOrientali,45.64986,12.44986,Carmenere,11/23/2006,12.63,2.33,96,43,7.331,0,1.3513495,0.28992033,3.5416667,5,-4.4396276,0,0,1.5210834,0,0,0,,0.0068193194,1,0.78728366,0.33609098,0,1,1,0.06888022,0.0029563191,1.0833333,1.0121903,0.12464425,0,1.0833333,1.0833333,0.014017049
ColliOrientali,45.64986,12.44986,Carmenere,11/24/2006,11.88,4.9700003,98,76,1.816,0,0.23813556,0.13517186,3.9699075,9,-5.663642,0,0,1.9404491,0,0,0,,0.003831858,1,0.9405804,0.20255193,0,1,1,0.09795037,0.009651163,2.0833333,1.8058612,0.4551711,0,2.0833333,2.0833333,0.01693753
